=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2026.03.01 17:31:56 =~=~=~=~=~=~=~=~=~=~=~=
SampleIndex,Voltage(V),Current(A),ActiveChannel
3768,0.0000,0.170323,4
3769,0.0000,0.181584,4
3770,0.0072,0.178065,4
3771,0.0145,0.168915,4
3772,0.0217,0.167507,4
3773,0.0361,0.175249,4
3774,0.0434,0.161877,4
3775,0.0650,0.164692,4
3776,0.0795,0.160469,4
3777,0.1012,0.147801,4
3778,0.1229,0.154839,4
3779,0.1445,0.146393,4
3780,0.1734,0.146393,4
3781,0.2023,0.132317,4
3782,0.2313,0.125982,4
3783,0.2602,0.122463,4
3784,0.2963,0.118944,4
3785,0.3252,0.098534,4
3786,0.3613,0.097830,4
3787,0.4047,0.083050,4
3788,0.4408,0.078827,4
3789,0.4842,0.073196,4
3790,0.5275,0.064751,4
3791,0.5709,0.054897,4
3792,0.6143,0.056305,4
3793,0.6576,0.040821,4
3794,0.7010,0.035894,4
3795,0.7516,0.031672,4
3796,0.8021,0.019707,4
3797,0.8455,0.014780,4
3798,0.8961,0.013372,4
3799,0.9467,0.007038,4
3800,0.9973,0.007038,4
3801,1.0479,0.005630,4
3802,1.0984,0.007038,4
3803,1.1490,0.006334,4
3804,1.2068,0.007038,4
3805,1.2574,0.007742,4
3806,1.3080,0.005630,4
3807,1.3658,0.005630,4
3808,1.4164,0.005630,4
3809,1.4670,0.007038,4
3810,1.5104,0.007038,4
3811,1.5609,0.007742,4
3812,1.6115,0.007742,4
3813,1.6621,0.005630,4
3814,1.7055,0.006334,4
3815,1.7561,0.006334,4
3816,1.7994,0.004927,4
3817,1.8428,0.007038,4
3818,1.8861,0.007038,4
3819,1.9295,0.007038,4
3820,1.9656,0.006334,4
3821,2.0018,0.006334,4
3822,2.0451,0.005630,4
3823,2.0812,0.006334,4
3824,2.1102,0.006334,4
3825,2.1463,0.005630,4
3826,2.1752,0.006334,4
3827,2.2041,0.007038,4
3828,2.2330,0.007038,4
3829,2.2547,0.006334,4
3830,2.2764,0.006334,4
3831,2.2980,0.004927,4
3832,2.3197,0.006334,4
3833,2.3342,0.006334,4
3834,2.3486,0.007038,4
3835,2.3631,0.006334,4
3836,2.3775,0.005630,4
3837,2.3848,0.007038,4
3838,2.3920,0.007038,4
3839,2.3920,0.005630,4
3840,2.3920,0.007038,4
3841,2.3920,0.007038,4
3842,2.3920,0.007038,4
3843,2.3848,0.006334,4
3844,2.3775,0.006334,4
3845,2.3703,0.006334,4
3846,2.3631,0.006334,4
3847,2.3486,0.007742,4
3848,2.3342,0.007742,4
3849,2.3125,0.005630,4
3850,2.2980,0.007038,4
3851,2.2764,0.007038,4
3852,2.2475,0.005630,4
3853,2.2258,0.004927,4
3854,2.1969,0.007038,4
3855,2.1680,0.006334,4
3856,2.1391,0.006334,4
3857,2.1029,0.007038,4
3858,2.0668,0.007038,4
3859,2.0307,0.005630,4
3860,1.9945,0.007038,4
3861,1.9584,0.006334,4
3862,1.9150,0.006334,4
3863,1.8717,0.005630,4
3864,1.8283,0.006334,4
3865,1.7850,0.006334,4
3866,1.7416,0.006334,4
3867,1.6910,0.005630,4
3868,1.6477,0.007742,4
3869,1.5971,0.006334,4
3870,1.5537,0.007038,4
3871,1.5031,0.006334,4
3872,1.4525,0.006334,4
3873,1.4020,0.007038,4
3874,1.3514,0.005630,4
3875,1.3008,0.007742,4
3876,1.2502,0.006334,4
3877,1.1924,0.006334,4
3878,1.1418,0.006334,4
3879,1.0912,0.006334,4
3880,1.0406,0.006334,4
3881,0.9900,0.006334,4
3882,0.9395,0.007038,4
3883,0.8889,0.007038,4
3884,0.8383,0.007038,4
3885,0.7949,0.009150,4
3886,0.7443,0.016188,4
3887,0.6938,0.021114,4
3888,0.6504,0.029560,4
3889,0.6070,0.036598,4
3890,0.5637,0.047155,4
3891,0.5203,0.046452,4
3892,0.4770,0.064751,4
3893,0.4336,0.062639,4
3894,0.3975,0.082346,4
3895,0.3613,0.083050,4
3896,0.3252,0.085865,4
3897,0.2891,0.097830,4
3898,0.2529,0.115425,4
3899,0.2240,0.121056,4
3900,0.1951,0.116129,4
3901,0.1662,0.118944,4
3902,0.1445,0.128798,4
3903,0.1156,0.130205,4
3904,0.0939,0.146393,4
3905,0.0795,0.143578,4
3906,0.0578,0.154839,4
3907,0.0434,0.156950,4
3908,0.0289,0.164692,4
3909,0.0217,0.164692,4
3910,0.0072,0.164692,4
3911,0.0072,0.168211,4
3912,0.0000,0.165396,4
3913,0.0000,0.163988,4
3914,0.0000,0.174545,4
3915,0.0000,0.169619,4
3916,0.0000,0.180176,4
3917,0.0072,0.160469,4
3918,0.0145,0.175249,4
3919,0.0289,0.174545,4
3920,0.0434,0.161877,4
3921,0.0578,0.153431,4
3922,0.0723,0.159062,4
3923,0.0939,0.155543,4
3924,0.1156,0.154839,4
3925,0.1373,0.147801,4
3926,0.1590,0.145689,4
3927,0.1879,0.134428,4
3928,0.2168,0.124575,4
3929,0.2457,0.124575,4
3930,0.2818,0.120352,4
3931,0.3180,0.112610,4
3932,0.3541,0.106276,4
3933,0.3902,0.091496,4
3934,0.4264,0.084457,4
3935,0.4697,0.079531,4
3936,0.5059,0.073900,4
3937,0.5492,0.064047,4
3938,0.5926,0.052082,4
3939,0.6432,0.045748,4
3940,0.6865,0.039413,4
3941,0.7299,0.034487,4
3942,0.7805,0.028152,4
3943,0.8311,0.016891,4
3944,0.8816,0.011965,4
3945,0.9322,0.008446,4
3946,0.9828,0.007038,4
3947,1.0334,0.007038,4
3948,1.0840,0.006334,4
3949,1.1346,0.006334,4
3950,1.1852,0.006334,4
3951,1.2430,0.005630,4
3952,1.2936,0.006334,4
3953,1.3441,0.007038,4
3954,1.3947,0.007038,4
3955,1.4453,0.005630,4
3956,1.4959,0.007038,4
3957,1.5465,0.006334,4
3958,1.5971,0.006334,4
3959,1.6404,0.007038,4
3960,1.6910,0.006334,4
3961,1.7344,0.006334,4
3962,1.7777,0.006334,4
3963,1.8283,0.007742,4
3964,1.8717,0.007038,4
3965,1.9078,0.007038,4
3966,1.9512,0.006334,4
3967,1.9873,0.007038,4
3968,2.0307,0.007038,4
3969,2.0668,0.007038,4
3970,2.0957,0.006334,4
3971,2.1318,0.006334,4
3972,2.1607,0.007038,4
3973,2.1896,0.006334,4
3974,2.2186,0.007038,4
3975,2.2475,0.006334,4
3976,2.2691,0.006334,4
3977,2.2908,0.006334,4
3978,2.3125,0.006334,4
3979,2.3270,0.005630,4
3980,2.3486,0.007038,4
3981,2.3559,0.006334,4
3982,2.3703,0.007742,4
3983,2.3775,0.007038,4
3984,2.3848,0.007038,4
3985,2.3920,0.004927,4
3986,2.3920,0.007038,4
3987,2.3920,0.006334,4
3988,2.3920,0.006334,4
3989,2.3920,0.005630,4
3990,2.3848,0.006334,4
3991,2.3775,0.006334,4
3992,2.3631,0.007038,4
3993,2.3559,0.006334,4
3994,2.3414,0.006334,4
3995,2.3197,0.006334,4
3996,2.3053,0.007038,4
3997,2.2836,0.006334,4
3998,2.2619,0.007038,4
3999,2.2330,0.007038,4
4000,2.2041,0.006334,4
4001,2.1752,0.005630,4
4002,2.1463,0.007038,4
4003,2.1174,0.007038,4
4004,2.0812,0.005630,4
4005,2.0451,0.007038,4
4006,2.0090,0.007038,4
4007,1.9729,0.006334,4
4008,1.9295,0.007038,4
4009,1.8861,0.007038,4
4010,1.8500,0.007742,4
4011,1.7994,0.005630,4
4012,1.7561,0.006334,4
4013,1.7127,0.005630,4
4014,1.6621,0.006334,4
4015,1.6187,0.006334,4
4016,1.5682,0.007038,4
4017,1.5176,0.006334,4
4018,1.4670,0.007038,4
4019,1.4164,0.005630,4
4020,1.3658,0.006334,4
4021,1.3152,0.005630,4
4022,1.2646,0.006334,4
4023,1.2141,0.007038,4
4024,1.1635,0.005630,4
4025,1.1129,0.007038,4
4026,1.0623,0.007038,4
4027,1.0117,0.007038,4
4028,0.9611,0.007742,4
4029,0.9105,0.007038,4
4030,0.8600,0.007038,4
4031,0.8094,0.008446,4
4032,0.7588,0.012669,4
4033,0.7154,0.023226,4
4034,0.6648,0.028856,4
4035,0.6215,0.029560,4
4036,0.5781,0.046452,4
4037,0.5348,0.051378,4
4038,0.4914,0.053490,4
4039,0.4480,0.072493,4
4040,0.4119,0.073900,4
4041,0.3758,0.083754,4
4042,0.3396,0.098534,4
4043,0.3035,0.099238,4
4044,0.2674,0.095718,4
4045,0.2385,0.112610,4
4046,0.2023,0.113314,4
4047,0.1807,0.128094,4
4048,0.1518,0.125982,4
4049,0.1301,0.135132,4
4050,0.1084,0.149208,4
4051,0.0867,0.144282,4
4052,0.0650,0.154839,4
4053,0.0506,0.147801,4
4054,0.0361,0.161877,4
4055,0.0217,0.169619,4
4056,0.0145,0.160469,4
4057,0.0072,0.163988,4
4058,0.0000,0.163284,4
4059,0.0000,0.168211,4
4060,0.0000,0.176657,4
4061,0.0000,0.161173,4
4062,0.0000,0.167507,4
4063,0.0072,0.168211,4
4064,0.0145,0.165396,4
4065,0.0217,0.165396,4
4066,0.0361,0.168915,4
4067,0.0506,0.168915,4
4068,0.0650,0.158358,4
4069,0.0867,0.161173,4
4070,0.1084,0.156246,4
4071,0.1301,0.148504,4
4072,0.1518,0.140059,4
4073,0.1807,0.140762,4
4074,0.2096,0.138651,4
4075,0.2385,0.119648,4
4076,0.2674,0.111202,4
4077,0.3035,0.115425,4
4078,0.3396,0.104868,4
4079,0.3758,0.097126,4
4080,0.4119,0.088680,4
4081,0.4480,0.078123,4
4082,0.4914,0.072493,4
4083,0.5348,0.063343,4
4084,0.5781,0.058416,4
4085,0.6215,0.047859,4
4086,0.6721,0.040821,4
4087,0.7154,0.038006,4
4088,0.7660,0.030264,4
4089,0.8094,0.021114,4
4090,0.8600,0.014076,4
4091,0.9105,0.009150,4
4092,0.9611,0.008446,4
4093,1.0117,0.005630,4
4094,1.0623,0.006334,4
4095,1.1129,0.007038,4
4096,1.1635,0.007038,4
4097,1.2213,0.005630,4
4098,1.2719,0.006334,4
4099,1.3225,0.006334,4
4100,1.3730,0.006334,4
4101,1.4236,0.007038,4
4102,1.4742,0.005630,4
4103,1.5248,0.007038,4
4104,1.5754,0.007038,4
4105,1.6260,0.005630,4
4106,1.6693,0.006334,4
4107,1.7199,0.006334,4
4108,1.7633,0.005630,4
4109,1.8066,0.006334,4
4110,1.8500,0.007742,4
4111,1.8934,0.006334,4
4112,1.9367,0.006334,4
4113,1.9729,0.007038,4
4114,2.0162,0.006334,4
4115,2.0523,0.006334,4
4116,2.0885,0.008446,4
4117,2.1174,0.007038,4
4118,2.1535,0.007038,4
4119,2.1824,0.007038,4
4120,2.2113,0.006334,4
4121,2.2402,0.007038,4
4122,2.2619,0.005630,4
4123,2.2836,0.007038,4
4124,2.3053,0.006334,4
4125,2.3270,0.007038,4
4126,2.3414,0.006334,4
4127,2.3559,0.005630,4
4128,2.3703,0.006334,4
4129,2.3775,0.007038,4
4130,2.3848,0.007038,4
4131,2.3920,0.007038,4
4132,2.3920,0.005630,4
4133,2.3920,0.007742,4
4134,2.3920,0.006334,4
4135,2.3920,0.007038,4
4136,2.3848,0.006334,4
4137,2.3775,0.007742,4
4138,2.3703,0.007742,4
4139,2.3559,0.007742,4
4140,2.3414,0.007038,4
4141,2.3270,0.007038,4
4142,2.3125,0.007038,4
4143,2.2908,0.006334,4
4144,2.2691,0.006334,4
4145,2.2402,0.005630,4
4146,2.2186,0.004927,4
4147,2.1896,0.006334,4
4148,2.1607,0.007038,4
4149,2.1246,0.007038,4
4150,2.0957,0.005630,4
4151,2.0596,0.007038,4
4152,2.0234,0.006334,4
4153,1.9873,0.007038,4
4154,1.9439,0.007038,4
4155,1.9078,0.006334,4
4156,1.8645,0.007742,4
4157,1.8211,0.007038,4
4158,1.7777,0.005630,4
4159,1.7271,0.006334,4
4160,1.6838,0.007038,4
4161,1.6332,0.006334,4
4162,1.5898,0.006334,4
4163,1.5393,0.006334,4
4164,1.4887,0.005630,4
4165,1.4381,0.005630,4
4166,1.3875,0.004927,4
4167,1.3369,0.005630,4
4168,1.2863,0.006334,4
4169,1.2357,0.007038,4
4170,1.1852,0.006334,4
4171,1.1346,0.007038,4
4172,1.0768,0.007742,4
4173,1.0262,0.007038,4
4174,0.9756,0.006334,4
4175,0.9250,0.006334,4
4176,0.8744,0.007038,4
4177,0.8311,0.007742,4
4178,0.7805,0.013372,4
4179,0.7299,0.016188,4
4180,0.6865,0.028152,4
4181,0.6359,0.031672,4
4182,0.5926,0.041525,4
4183,0.5492,0.046452,4
4184,0.5059,0.059120,4
4185,0.4625,0.061232,4
4186,0.4264,0.078123,4
4187,0.3902,0.076012,4
4188,0.3469,0.087977,4
4189,0.3107,0.090088,4
4190,0.2818,0.095015,4
4191,0.2457,0.106276,4
4192,0.2168,0.118240,4
4193,0.1879,0.114721,4
4194,0.1590,0.133724,4
4195,0.1373,0.142874,4
4196,0.1156,0.149208,4
4197,0.0939,0.140762,4
4198,0.0723,0.152727,4
4199,0.0578,0.156246,4
4200,0.0434,0.154135,4
4201,0.0289,0.159062,4
4202,0.0145,0.168915,4
4203,0.0072,0.166100,4
4204,0.0000,0.161877,4
4205,0.0000,0.159765,4
4206,0.0000,0.176657,4
4207,0.0000,0.168211,4
4208,0.0000,0.171026,4
4209,0.0072,0.174545,4
4210,0.0145,0.166804,4
4211,0.0217,0.173842,4
4212,0.0289,0.158358,4
4213,0.0434,0.166100,4
4214,0.0578,0.163284,4
4215,0.0795,0.155543,4
4216,0.0939,0.149912,4
4217,0.1156,0.143578,4
4218,0.1445,0.145689,4
4219,0.1662,0.128094,4
4220,0.1951,0.125982,4
4221,0.2240,0.128798,4
4222,0.2529,0.123167,4
4223,0.2891,0.110499,4
4224,0.3252,0.112610,4
4225,0.3613,0.104868,4
4226,0.3975,0.095015,4
4227,0.4336,0.080938,4
4228,0.4770,0.076012,4
4229,0.5203,0.073900,4
4230,0.5637,0.068974,4
4231,0.6070,0.054897,4
4232,0.6504,0.045748,4
4233,0.7010,0.043636,4
4234,0.7443,0.028856,4
4235,0.7949,0.026745,4
4236,0.8455,0.017595,4
4237,0.8889,0.010557,4
4238,0.9395,0.007038,4
4239,0.9900,0.007038,4
4240,1.0406,0.006334,4
4241,1.0912,0.007038,4
4242,1.1418,0.004927,4
4243,1.1996,0.006334,4
4244,1.2574,0.007038,4
4245,1.3080,0.007742,4
4246,1.3586,0.005630,4
4247,1.4092,0.007742,4
4248,1.4598,0.006334,4
4249,1.5104,0.005630,4
4250,1.5537,0.007038,4
4251,1.6043,0.007038,4
4252,1.6549,0.007038,4
4253,1.6982,0.007038,4
4254,1.7488,0.007742,4
4255,1.7922,0.007038,4
4256,1.8355,0.007038,4
4257,1.8789,0.006334,4
4258,1.9223,0.006334,4
4259,1.9584,0.005630,4
4260,2.0018,0.007038,4
4261,2.0379,0.007038,4
4262,2.0740,0.007742,4
4263,2.1102,0.005630,4
4264,2.1391,0.006334,4
4265,2.1680,0.006334,4
4266,2.1969,0.006334,4
4267,2.2258,0.006334,4
4268,2.2547,0.007742,4
4269,2.2764,0.007038,4
4270,2.2980,0.007038,4
4271,2.3197,0.006334,4
4272,2.3342,0.007038,4
4273,2.3486,0.007038,4
4274,2.3631,0.007742,4
4275,2.3703,0.007038,4
4276,2.3848,0.007038,4
4277,2.3920,0.006334,4
4278,2.3920,0.004927,4
4279,2.3920,0.005630,4
4280,2.3920,0.006334,4
4281,2.3920,0.007038,4
4282,2.3920,0.007038,4
4283,2.3848,0.006334,4
4284,2.3703,0.007038,4
4285,2.3631,0.006334,4
4286,2.3486,0.006334,4
4287,2.3342,0.006334,4
4288,2.3197,0.007038,4
4289,2.2980,0.005630,4
4290,2.2764,0.006334,4
4291,2.2547,0.006334,4
4292,2.2258,0.006334,4
4293,2.1969,0.007038,4
4294,2.1680,0.007038,4
4295,2.1391,0.007038,4
4296,2.1102,0.007038,4
4297,2.0740,0.005630,4
4298,2.0379,0.007038,4
4299,2.0018,0.006334,4
4300,1.9584,0.007038,4
4301,1.9223,0.005630,4
4302,1.8789,0.005630,4
4303,1.8355,0.006334,4
4304,1.7922,0.006334,4
4305,1.7488,0.007038,4
4306,1.6982,0.007742,4
4307,1.6549,0.006334,4
4308,1.6043,0.005630,4
4309,1.5537,0.006334,4
4310,1.5104,0.006334,4
4311,1.4598,0.006334,4
4312,1.4092,0.006334,4
4313,1.3586,0.006334,4
4314,1.3080,0.007038,4
4315,1.2502,0.006334,4
4316,1.1996,0.005630,4
4317,1.1490,0.007038,4
4318,1.0984,0.005630,4
4319,1.0479,0.006334,4
4320,0.9973,0.007038,4
4321,0.9467,0.006334,4
4322,0.8961,0.006334,4
4323,0.8455,0.006334,4
4324,0.7949,0.014780,4
4325,0.7516,0.016188,4
4326,0.7010,0.018299,4
4327,0.6576,0.038006,4
4328,0.6143,0.038710,4
4329,0.5637,0.038710,4
4330,0.5203,0.058416,4
4331,0.4842,0.062639,4
4332,0.4408,0.057713,4
4333,0.4047,0.087977,4
4334,0.3613,0.087977,4
4335,0.3252,0.093607,4
4336,0.2891,0.101349,4
4337,0.2602,0.099238,4
4338,0.2313,0.101349,4
4339,0.1951,0.128798,4
4340,0.1734,0.130205,4
4341,0.1445,0.125279,4
4342,0.1229,0.140762,4
4343,0.1012,0.146393,4
4344,0.0795,0.149208,4
4345,0.0650,0.159765,4
4346,0.0434,0.151320,4
4347,0.0361,0.160469,4
4348,0.0217,0.162581,4
4349,0.0145,0.161877,4
4350,0.0072,0.171026,4
4351,0.0000,0.174545,4
4352,0.0000,0.162581,4
4353,0.0000,0.176657,4
4354,0.0000,0.168915,4
4355,0.0000,0.162581,4
4356,0.0072,0.166100,4
4357,0.0145,0.171730,4
4358,0.0289,0.170323,4
4359,0.0361,0.169619,4
4360,0.0506,0.163284,4
4361,0.0723,0.162581,4
4362,0.0867,0.147097,4
4363,0.1084,0.148504,4
4364,0.1301,0.136540,4
4365,0.1590,0.149208,4
4366,0.1879,0.127390,4
4367,0.2168,0.135132,4
4368,0.2457,0.117537,4
4369,0.2746,0.109795,4
4370,0.3107,0.100645,4
4371,0.3469,0.104868,4
4372,0.3830,0.084457,4
4373,0.4191,0.088680,4
4374,0.4625,0.083754,4
4375,0.5059,0.061232,4
4376,0.5420,0.064751,4
4377,0.5926,0.063343,4
4378,0.6359,0.043636,4
4379,0.6793,0.036598,4
4380,0.7299,0.033079,4
4381,0.7732,0.019003,4
4382,0.8238,0.016891,4
4383,0.8744,0.014076,4
4384,0.9250,0.006334,4
4385,0.9756,0.007742,4
4386,1.0262,0.006334,4
4387,1.0768,0.006334,4
4388,1.1273,0.007742,4
4389,1.1779,0.004927,4
4390,1.2357,0.007038,4
4391,1.2863,0.004927,4
4392,1.3369,0.007038,4
4393,1.3875,0.006334,4
4394,1.4381,0.007038,4
4395,1.4887,0.007038,4
4396,1.5393,0.006334,4
4397,1.5898,0.007038,4
4398,1.6332,0.006334,4
4399,1.6838,0.007038,4
4400,1.7271,0.006334,4
4401,1.7777,0.007038,4
4402,1.8211,0.005630,4
4403,1.8645,0.006334,4
4404,1.9078,0.005630,4
4405,1.9439,0.007038,4
4406,1.9873,0.007038,4
4407,2.0234,0.006334,4
4408,2.0596,0.005630,4
4409,2.0957,0.006334,4
4410,2.1246,0.006334,4
4411,2.1607,0.007038,4
4412,2.1896,0.006334,4
4413,2.2186,0.006334,4
4414,2.2402,0.006334,4
4415,2.2691,0.007038,4
4416,2.2908,0.007038,4
4417,2.3125,0.005630,4
4418,2.3270,0.005630,4
4419,2.3414,0.006334,4
4420,2.3559,0.006334,4
4421,2.3703,0.006334,4
4422,2.3775,0.007038,4
4423,2.3848,0.006334,4
4424,2.3920,0.005630,4
4425,2.3920,0.005630,4
4426,2.3920,0.005630,4
4427,2.3920,0.006334,4
4428,2.3920,0.004927,4
4429,2.3848,0.006334,4
4430,2.3775,0.006334,4
4431,2.3631,0.006334,4
4432,2.3559,0.007038,4
4433,2.3414,0.007742,4
4434,2.3270,0.007038,4
4435,2.3053,0.004927,4
4436,2.2836,0.006334,4
4437,2.2619,0.005630,4
4438,2.2402,0.006334,4
4439,2.2113,0.006334,4
4440,2.1824,0.005630,4
4441,2.1535,0.007038,4
4442,2.1174,0.007038,4
4443,2.0885,0.007038,4
4444,2.0523,0.006334,4
4445,2.0162,0.006334,4
4446,1.9729,0.006334,4
4447,1.9367,0.007038,4
4448,1.8934,0.007038,4
4449,1.8500,0.006334,4
4450,1.8066,0.006334,4
4451,1.7633,0.006334,4
4452,1.7199,0.006334,4
4453,1.6693,0.006334,4
4454,1.6260,0.007038,4
4455,1.5754,0.007038,4
4456,1.5248,0.006334,4
4457,1.4742,0.007038,4
4458,1.4236,0.004927,4
4459,1.3730,0.006334,4
4460,1.3225,0.007742,4
4461,1.2719,0.006334,4
4462,1.2213,0.006334,4
4463,1.1707,0.006334,4
4464,1.1201,0.007038,4
4465,1.0695,0.006334,4
4466,1.0189,0.004927,4
4467,0.9684,0.007038,4
4468,0.9178,0.007742,4
4469,0.8672,0.007038,4
4470,0.8166,0.007038,4
4471,0.7660,0.018299,4
4472,0.7227,0.020411,4
4473,0.6721,0.021114,4
4474,0.6287,0.038006,4
4475,0.5854,0.038710,4
4476,0.5420,0.047859,4
4477,0.4986,0.064047,4
4478,0.4553,0.064751,4
4479,0.4191,0.070381,4
4480,0.3758,0.090792,4
4481,0.3396,0.088680,4
4482,0.3035,0.097830,4
4483,0.2746,0.100645,4
4484,0.2385,0.116129,4
4485,0.2096,0.114018,4
4486,0.1807,0.130205,4
4487,0.1518,0.133724,4
4488,0.1301,0.140762,4
4489,0.1084,0.149208,4
4490,0.0867,0.152023,4
4491,0.0650,0.146393,4
4492,0.0506,0.155543,4
4493,0.0361,0.155543,4
4494,0.0217,0.168211,4
4495,0.0145,0.169619,4
4496,0.0072,0.161877,4
4497,0.0000,0.173138,4
4498,0.0000,0.166100,4
4499,0.0000,0.166100,4
4500,0.0000,0.173842,4
4501,0.0000,0.167507,4
4502,0.0072,0.173842,4
4503,0.0145,0.163284,4
4504,0.0217,0.165396,4
4505,0.0361,0.163988,4
4506,0.0506,0.173138,4
4507,0.0650,0.149912,4
4508,0.0795,0.154839,4
4509,0.1012,0.153431,4
4510,0.1229,0.141466,4
4511,0.1518,0.133021,4
4512,0.1734,0.130909,4
4513,0.2023,0.125279,4
4514,0.2313,0.123871,4
4515,0.2674,0.128094,4
4516,0.2963,0.110499,4
4517,0.3324,0.110499,4
4518,0.3686,0.097126,4
4519,0.4047,0.080235,4
4520,0.4480,0.076716,4
4521,0.4842,0.080235,4
4522,0.5275,0.066158,4
4523,0.5709,0.061232,4
4524,0.6143,0.052082,4
4525,0.6648,0.040117,4
4526,0.7082,0.033783,4
4527,0.7588,0.028856,4
4528,0.8021,0.018299,4
4529,0.8527,0.015484,4
4530,0.9033,0.011261,4
4531,0.9539,0.007742,4
4532,1.0045,0.006334,4
4533,1.0551,0.007742,4
4534,1.1057,0.007038,4
4535,1.1562,0.007038,4
4536,1.2141,0.007038,4
4537,1.2646,0.005630,4
4538,1.3152,0.006334,4
4539,1.3658,0.007742,4
4540,1.4164,0.007038,4
4541,1.4670,0.006334,4
4542,1.5176,0.007038,4
4543,1.5682,0.006334,4
4544,1.6187,0.005630,4
4545,1.6621,0.006334,4
4546,1.7127,0.007038,4
4547,1.7561,0.007038,4
4548,1.8066,0.007742,4
4549,1.8500,0.007038,4
4550,1.8861,0.005630,4
4551,1.9295,0.007742,4
4552,1.9729,0.007038,4
4553,2.0090,0.007038,4
4554,2.0451,0.006334,4
4555,2.0812,0.006334,4
4556,2.1174,0.005630,4
4557,2.1463,0.007742,4
4558,2.1752,0.007038,4
4559,2.2041,0.005630,4
4560,2.2330,0.007038,4
4561,2.2619,0.007038,4
4562,2.2836,0.007038,4
4563,2.3053,0.006334,4
4564,2.3197,0.006334,4
4565,2.3414,0.007038,4
4566,2.3559,0.007038,4
4567,2.3631,0.006334,4
4568,2.3775,0.007038,4
4569,2.3848,0.007742,4
4570,2.3920,0.006334,4
4571,2.3920,0.006334,4
4572,2.3920,0.007038,4
4573,2.3920,0.007038,4
4574,2.3920,0.007038,4
4575,2.3848,0.007038,4
4576,2.3775,0.006334,4
4577,2.3703,0.005630,4
4578,2.3559,0.007038,4
4579,2.3486,0.007038,4
4580,2.3270,0.006334,4
4581,2.3125,0.006334,4
4582,2.2908,0.007038,4
4583,2.2691,0.007038,4
4584,2.2475,0.006334,4
4585,2.2186,0.006334,4
4586,2.1896,0.007742,4
4587,2.1607,0.007038,4
4588,2.1318,0.006334,4
4589,2.0957,0.006334,4
4590,2.0668,0.008446,4
4591,2.0307,0.007742,4
4592,1.9873,0.007038,4
4593,1.9512,0.005630,4
4594,1.9078,0.007038,4
4595,1.8717,0.006334,4
4596,1.8283,0.007038,4
4597,1.7777,0.006334,4
4598,1.7344,0.007038,4
4599,1.6910,0.007038,4
4600,1.6404,0.007038,4
4601,1.5898,0.006334,4
4602,1.5465,0.007038,4
4603,1.4959,0.007038,4
4604,1.4453,0.007742,4
4605,1.3947,0.007038,4
4606,1.3441,0.006334,4
4607,1.2936,0.007038,4
4608,1.2430,0.007038,4
4609,1.1924,0.006334,4
4610,1.1346,0.007038,4
4611,1.0840,0.007038,4
4612,1.0334,0.006334,4
4613,0.9828,0.007038,4
4614,0.9322,0.006334,4
4615,0.8816,0.007038,4
4616,0.8383,0.007742,4
4617,0.7877,0.008446,4
4618,0.7371,0.023226,4
4619,0.6938,0.027449,4
4620,0.6432,0.026745,4
4621,0.5998,0.043636,4
4622,0.5564,0.053490,4
4623,0.5131,0.054897,4
4624,0.4697,0.066862,4
4625,0.4336,0.077419,4
4626,0.3902,0.068974,4
4627,0.3541,0.096422,4
4628,0.3180,0.098534,4
4629,0.2818,0.091496,4
4630,0.2529,0.105572,4
4631,0.2240,0.123167,4
4632,0.1951,0.116129,4
4633,0.1662,0.139355,4
4634,0.1373,0.130205,4
4635,0.1156,0.135132,4
4636,0.0939,0.145689,4
4637,0.0723,0.147801,4
4638,0.0578,0.144985,4
4639,0.0434,0.156950,4
4640,0.0289,0.159062,4
4641,0.0217,0.162581,4
4642,0.0072,0.178768,4
4643,0.0000,0.163284,4
4644,0.0000,0.167507,4
4645,0.0000,0.175249,4
4646,0.0000,0.171730,4
4647,0.0000,0.178768,4
4648,0.0000,0.161877,4
4649,0.0072,0.160469,4
4650,0.0217,0.159765,4
4651,0.0289,0.157654,4
4652,0.0434,0.168211,4
4653,0.0578,0.155543,4
4654,0.0723,0.153431,4
4655,0.0939,0.142874,4
4656,0.1156,0.154135,4
4657,0.1373,0.135132,4
4658,0.1662,0.137243,4
4659,0.1951,0.127390,4
4660,0.2240,0.120352,4
4661,0.2529,0.116833,4
4662,0.2818,0.121056,4
4663,0.3180,0.099941,4
4664,0.3541,0.097830,4
4665,0.3902,0.091496,4
4666,0.4336,0.073900,4
4667,0.4697,0.073196,4
4668,0.5131,0.077419,4
4669,0.5564,0.058416,4
4670,0.5998,0.048563,4
4671,0.6432,0.048563,4
4672,0.6938,0.033079,4
4673,0.7371,0.030264,4
4674,0.7877,0.027449,4
4675,0.8383,0.011965,4
4676,0.8816,0.011261,4
4677,0.9322,0.009853,4
4678,0.9828,0.007038,4
4679,1.0334,0.006334,4
4680,1.0912,0.006334,4
4681,1.1418,0.007038,4
4682,1.1996,0.007038,4
4683,1.2502,0.006334,4
4684,1.3008,0.007038,4
4685,1.3514,0.006334,4
4686,1.4020,0.004927,4
4687,1.4525,0.005630,4
4688,1.5031,0.007038,4
4689,1.5537,0.007038,4
4690,1.5971,0.007038,4
4691,1.6477,0.007038,4
4692,1.6982,0.007038,4
4693,1.7416,0.006334,4
4694,1.7850,0.007038,4
